"label","left_0_x","left_0_y","left_1_x","left_1_y","left_2_x","left_2_y","left_3_x","left_3_y","left_4_x","left_4_y","left_5_x","left_5_y","left_6_x","left_6_y","left_7_x","left_7_y","left_8_x","left_8_y","left_9_x","left_9_y","left_10_x","left_10_y","left_11_x","left_11_y","left_12_x","left_12_y","left_13_x","left_13_y","left_14_x","left_14_y","left_15_x","left_15_y","left_16_x","left_16_y","left_17_x","left_17_y","left_18_x","left_18_y","left_19_x","left_19_y","left_20_x","left_20_y","right_0_x","right_0_y","right_1_x","right_1_y","right_2_x","right_2_y","right_3_x","right_3_y","right_4_x","right_4_y","right_5_x","right_5_y","right_6_x","right_6_y","right_7_x","right_7_y","right_8_x","right_8_y","right_9_x","right_9_y","right_10_x","right_10_y","right_11_x","right_11_y","right_12_x","right_12_y","right_13_x","right_13_y","right_14_x","right_14_y","right_15_x","right_15_y","right_16_x","right_16_y","right_17_x","right_17_y","right_18_x","right_18_y","right_19_x","right_19_y","right_20_x","right_20_y","left_roll","left_pitch","left_yaw","right_roll","right_pitch","right_yaw","capture_mode","hand_presence","left_points_visible","right_points_visible","left_fallback_used","right_fallback_used","curation_action","timestamp_unix_ms"
"n","0.445081","0.454776","0.466766","0.425217","0.473013","0.38296","0.460284","0.348331","0.451447","0.320166","0.475054","0.359592","0.481029","0.329474","0.477844","0.350924","0.473807","0.377409","0.458753","0.356842","0.464393","0.316664","0.463011","0.344088","0.461358","0.375598","0.442174","0.358159","0.444568","0.337942","0.447623","0.375216","0.449376","0.404557","0.425406","0.363588","0.429","0.340813","0.433522","0.365147","0.435914","0.385995","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-173.538147","-65.961792","115.470131","-161.232147","83.201706","-717.829651","static","left_only","21","0","0","0","keep","1.77E+12"
"n","0.423473","0.449059","0.441451","0.417122","0.44579","0.381539","0.432297","0.352415","0.422489","0.330825","0.44627","0.359268","0.447268","0.334388","0.441919","0.352326","0.438855","0.37417","0.431172","0.359579","0.431682","0.325252","0.428902","0.349302","0.428856","0.376155","0.417046","0.364126","0.414597","0.345387","0.417806","0.375612","0.4217","0.399306","0.403644","0.373732","0.402943","0.356804","0.40753","0.377381","0.411962","0.393293","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-158.827103","-66.54129","112.158737","-190.868149","99.274704","-713.997681","static","left_only","21","0","0","0","keep","1.77E+12"
"n","0.448196","0.531018","0.483061","0.47634","0.489585","0.401066","0.470444","0.338597","0.458083","0.284152","0.492134","0.365257","0.503967","0.311264","0.502066","0.346855","0.497113","0.391144","0.466914","0.361382","0.478408","0.292606","0.477926","0.338489","0.475646","0.387983","0.439197","0.365321","0.445949","0.323463","0.451859","0.385044","0.45408","0.432783","0.409978","0.377712","0.418674","0.333708","0.428181","0.374437","0.432088","0.41056","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-162.999298","-58.779465","112.839249","-214.426147","101.533707","-737.250671","static","left_only","21","0","0","0","keep","1.77E+12"
"n","0.433804","0.403748","0.441226","0.375202","0.441576","0.351046","0.436441","0.334404","0.430221","0.321993","0.432219","0.337159","0.436509","0.322358","0.441926","0.335877","0.444799","0.351082","0.42587","0.339665","0.430869","0.319","0.436825","0.336747","0.440281","0.354836","0.418848","0.343738","0.426371","0.329146","0.431685","0.350271","0.433655","0.367885","0.411196","0.350898","0.4194","0.336065","0.424302","0.349415","0.425469","0.362788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-145.557327","-48.725639","127.569191","-264.98114","123.854706","-731.27771","static","left_only","21","0","0","0","keep","1.77E+12"
"n","0.426052","0.37715","0.436085","0.353231","0.43617","0.329165","0.428017","0.313092","0.421192","0.29887","0.431443","0.31482","0.434744","0.300248","0.437862","0.313301","0.439288","0.328213","0.423386","0.317285","0.426253","0.295658","0.430373","0.312671","0.432769","0.330777","0.414776","0.321995","0.418769","0.308484","0.424246","0.328812","0.426676","0.345695","0.405725","0.329388","0.410985","0.314296","0.416115","0.327295","0.417702","0.340123","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-150.022293","-52.990082","101.875359","-289.365143","133.3517","-730.072693","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.476338","0.475059","0.460014","0.459914","0.438477","0.450235","0.420105","0.451382","0.406054","0.451496","0.427435","0.415449","0.403507","0.391365","0.390316","0.372759","0.379709","0.356023","0.427013","0.433381","0.405869","0.451066","0.393978","0.473104","0.385339","0.48802","0.428983","0.449471","0.41666","0.467129","0.427355","0.476368","0.436096","0.477367","0.433106","0.461116","0.421677","0.473415","0.430263","0.479892","0.439391","0.481729","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.120875","-29.492344","132.014557","-463.972137","84.371704","-1214.362671","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.491252","0.473415","0.474298","0.455143","0.453675","0.440736","0.435684","0.436234","0.422315","0.434022","0.448454","0.402707","0.426628","0.37708","0.414475","0.358201","0.404795","0.341377","0.447498","0.418609","0.424983","0.43161","0.412934","0.448579","0.404828","0.459635","0.448735","0.434817","0.4343","0.448996","0.443157","0.460363","0.451583","0.464353","0.451457","0.448453","0.438906","0.457557","0.446281","0.46628","0.454948","0.470072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.187458","-38.381096","134.48259","-420.913147","84.302704","-1211.38562","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.520464","0.448987","0.505987","0.431142","0.489261","0.421391","0.473868","0.421363","0.46252","0.423006","0.481952","0.398837","0.465199","0.381028","0.455458","0.368651","0.447655","0.357355","0.481658","0.413119","0.46355","0.422737","0.451792","0.432377","0.442761","0.438947","0.483974","0.427112","0.473753","0.440672","0.48193","0.446884","0.48914","0.448882","0.487889","0.438774","0.478243","0.447846","0.484162","0.452991","0.490543","0.454702","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14.250988","-30.181866","155.722229","-460.305145","103.669708","-1205.924683","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.472704","0.461939","0.450146","0.444918","0.425058","0.433967","0.404409","0.431981","0.388364","0.430009","0.416797","0.393239","0.387455","0.373683","0.371417","0.356225","0.358082","0.340703","0.416448","0.408937","0.388993","0.434445","0.373202","0.457471","0.360237","0.472836","0.418783","0.42676","0.404098","0.454823","0.41717","0.466415","0.428213","0.468577","0.42329","0.443659","0.409344","0.461277","0.419333","0.468982","0.4293","0.470704","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-4.078437","-30.45809","133.169846","-492.385132","113.977707","-1223.550659","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.545864","0.456691","0.526839","0.437048","0.509311","0.426652","0.495305","0.424465","0.484608","0.423361","0.507813","0.397568","0.489188","0.380093","0.480054","0.369008","0.472246","0.358441","0.510347","0.408441","0.489599","0.421185","0.480419","0.434209","0.474416","0.443425","0.513531","0.422094","0.499355","0.437614","0.503556","0.444905","0.508428","0.447363","0.516723","0.435692","0.505625","0.444128","0.507028","0.448664","0.509912","0.449917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-12.491188","-27.602573","154.517883","-540.583191","140.872711","-1187.25769","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.496127","0.482332","0.477238","0.469482","0.454968","0.463265","0.43674","0.467927","0.42475","0.472453","0.448947","0.432412","0.425758","0.413207","0.413035","0.397129","0.403202","0.38305","0.449817","0.448022","0.426681","0.468375","0.414348","0.485298","0.40474","0.496124","0.453006","0.464265","0.43918","0.483456","0.448105","0.490037","0.456327","0.490911","0.457567","0.477817","0.446115","0.489179","0.452901","0.494391","0.46032","0.495883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.535234","-26.816399","147.416748","-577.088196","155.62471","-1207.57373","static","left_only","21","0","1","0","keep","1.77E+12"
"p","0.499972","0.450805","0.470977","0.443449","0.439696","0.439296","0.415171","0.442588","0.397967","0.444976","0.431476","0.388685","0.397799","0.369292","0.380211","0.350296","0.365717","0.332962","0.433003","0.402712","0.402196","0.4341","0.387359","0.462768","0.375039","0.480171","0.43713","0.42121","0.417724","0.451604","0.429644","0.468531","0.441866","0.473815","0.441813","0.440674","0.424162","0.460305","0.433827","0.471164","0.445865","0.474941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.581286","-26.215271","142.448166","-614.436157","165.434708","-1240.417725","static","left_only","21","0","0","0","keep","1.77E+12"
"p","0.531342","0.431607","0.513392","0.415907","0.490653","0.406346","0.47046","0.407936","0.455338","0.410992","0.478686","0.377319","0.45339","0.360173","0.43882","0.346177","0.427244","0.333369","0.479076","0.394594","0.454913","0.41563","0.440832","0.43337","0.429907","0.445652","0.482771","0.411456","0.47151","0.434122","0.483239","0.439528","0.492584","0.438929","0.488783","0.425585","0.478448","0.440943","0.487956","0.445761","0.496763","0.446012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-2.080194","-23.556551","147.339737","-656.94519","176.692703","-1235.571655","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.417885","0.483363","0.440757","0.461545","0.45447","0.424255","0.447746","0.391985","0.432045","0.379348","0.445119","0.374032","0.445449","0.330851","0.444627","0.310464","0.443621","0.299625","0.431716","0.368853","0.434187","0.325017","0.437338","0.30043","0.439513","0.285419","0.418014","0.371412","0.420584","0.337446","0.423341","0.364692","0.423569","0.39273","0.403226","0.378778","0.403461","0.344375","0.40768","0.359276","0.410317","0.381292","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.555355","-79.073006","114.527809","-271.883148","61.384708","-1250.498657","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.429267","0.473881","0.44717","0.44669","0.453527","0.408767","0.440374","0.383312","0.42519","0.370671","0.445649","0.36977","0.442456","0.325526","0.439214","0.297183","0.435991","0.271649","0.432298","0.368648","0.434692","0.32411","0.433685","0.296133","0.431856","0.273404","0.419385","0.374832","0.414343","0.349807","0.419222","0.380454","0.423515","0.406413","0.407001","0.385581","0.402827","0.360425","0.408277","0.379792","0.413382","0.400592","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-27.506258","-79.678421","131.215546","-318.50415","70.149704","-1278.91272","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.434695","0.503395","0.456755","0.476252","0.467092","0.43701","0.456357","0.408271","0.441172","0.395814","0.45669","0.397198","0.454228","0.354542","0.451514","0.327113","0.449075","0.302437","0.443154","0.395267","0.446115","0.35128","0.447502","0.321823","0.447817","0.298727","0.429415","0.399962","0.428438","0.371663","0.432748","0.404023","0.435287","0.431378","0.415553","0.409403","0.415224","0.380546","0.420871","0.402023","0.424829","0.424597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-37.971077","-83.577858","125.043854","-358.476135","106.428711","-1206.558716","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.436858","0.547938","0.457956","0.517942","0.4682","0.480173","0.45689","0.459155","0.441338","0.452443","0.455843","0.42962","0.455267","0.381119","0.454646","0.3498","0.453746","0.320776","0.441694","0.429012","0.445469","0.381357","0.449328","0.351055","0.451457","0.325244","0.426896","0.436137","0.428694","0.402249","0.43382","0.438281","0.435477","0.468698","0.411894","0.448957","0.412535","0.416524","0.41948","0.437672","0.423163","0.461242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-34.976883","-82.045631","129.18309","-396.394135","123.229706","-1152.792725","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.442188","0.528474","0.461186","0.499186","0.470625","0.464929","0.460601","0.444342","0.446232","0.440451","0.458245","0.422822","0.458394","0.378914","0.458418","0.351335","0.457718","0.325501","0.446406","0.422608","0.449182","0.380272","0.452288","0.353424","0.453414","0.330124","0.433979","0.429162","0.435663","0.399695","0.440663","0.429538","0.44174","0.454263","0.421035","0.440882","0.421937","0.409685","0.427828","0.426601","0.430439","0.44684","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-107.648048","-77.75193","142.688477","-437.959137","144.026703","-1136.569702","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.46711","0.514039","0.48264","0.492729","0.490961","0.460113","0.487528","0.438144","0.477459","0.441914","0.476611","0.419861","0.474637","0.386359","0.473015","0.364124","0.471392","0.344117","0.468921","0.420467","0.469427","0.384451","0.473131","0.362347","0.475466","0.344497","0.460123","0.426507","0.463954","0.401598","0.469373","0.428494","0.470681","0.451573","0.45113","0.436964","0.454763","0.410754","0.459968","0.425515","0.461797","0.443399","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-111.153114","-69.680649","153.807907","-477.395142","164.146713","-1136.640625","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.458804","0.538975","0.478636","0.51315","0.48829","0.481904","0.478631","0.461877","0.4646","0.457079","0.476548","0.437376","0.476307","0.39461","0.475706","0.366864","0.474843","0.341549","0.46499","0.435643","0.469152","0.393335","0.473879","0.366601","0.477101","0.344517","0.452578","0.440081","0.454878","0.408688","0.458299","0.43903","0.459114","0.466365","0.43929","0.448719","0.439096","0.416502","0.444032","0.431142","0.447009","0.45067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-124.956345","-77.265388","163.971283","-516.891174","182.727707","-1111.717651","static","left_only","21","0","0","0","keep","1.77E+12"
"r","0.445143","0.505768","0.46469","0.482751","0.477032","0.45284","0.47194","0.427346","0.458127","0.416388","0.465322","0.406729","0.465778","0.363186","0.465561","0.335664","0.465033","0.310595","0.453019","0.405422","0.456229","0.364369","0.457994","0.339345","0.458733","0.318505","0.440203","0.409479","0.442216","0.380766","0.445096","0.410838","0.445899","0.437694","0.426699","0.417495","0.426917","0.385998","0.431352","0.401842","0.434239","0.422691","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-95.237175","-80.232361","155.623245","-560.18219","200.969711","-1094.274658","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.430783","0.499465","0.449075","0.470552","0.457588","0.435684","0.446355","0.412876","0.431907","0.407032","0.456888","0.410236","0.459637","0.37509","0.453372","0.389402","0.450433","0.40771","0.442001","0.40661","0.442347","0.375084","0.436252","0.396984","0.435221","0.416561","0.428404","0.407422","0.425849","0.38129","0.423857","0.40209","0.425138","0.420523","0.415304","0.412293","0.412481","0.391749","0.413207","0.405674","0.415868","0.420886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-166.412811","-58.776222","129.223175","-812.403198","313.109711","-862.964661","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.439295","0.503185","0.459563","0.476342","0.471422","0.436096","0.460243","0.403661","0.443568","0.393104","0.468078","0.412888","0.47087","0.37416","0.467681","0.404516","0.467234","0.418034","0.452581","0.410512","0.454756","0.374086","0.453893","0.40819","0.453498","0.420463","0.437491","0.411578","0.438372","0.381013","0.440987","0.415","0.441179","0.429234","0.421531","0.41504","0.424096","0.387913","0.428314","0.410762","0.42923","0.426505","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-170.327789","-60.000725","115.505478","-850.802185","324.972717","-851.81665","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.466642","0.509119","0.496395","0.476968","0.515374","0.42732","0.50833","0.387019","0.49248","0.37177","0.507189","0.390377","0.517133","0.342709","0.509823","0.371724","0.50376","0.39937","0.4882","0.383639","0.494858","0.334717","0.489599","0.368071","0.486472","0.395659","0.469179","0.383482","0.47247","0.343398","0.472433","0.379366","0.471997","0.406322","0.448546","0.389304","0.453177","0.356539","0.456617","0.382144","0.457917","0.404719","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-117.907516","-68.295967","117.832085","-887.782166","340.365723","-836.361694","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.446207","0.446186","0.459979","0.424193","0.468526","0.395062","0.459368","0.375815","0.446273","0.37358","0.459863","0.373078","0.462002","0.347418","0.462681","0.371432","0.462016","0.380814","0.449116","0.373596","0.450901","0.350079","0.452884","0.376175","0.452059","0.3827","0.438956","0.37755","0.439471","0.356737","0.443555","0.381406","0.443533","0.390285","0.427673","0.383844","0.430163","0.36676","0.434664","0.383247","0.435073","0.392853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-134.092468","-66.322227","121.206352","-919.955139","354.753723","-811.060669","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.466421","0.471364","0.478143","0.432442","0.48309","0.397965","0.479902","0.374262","0.473328","0.364436","0.474175","0.370616","0.475625","0.338376","0.477214","0.350087","0.477036","0.360129","0.465327","0.374306","0.467567","0.34637","0.470564","0.367255","0.470397","0.383232","0.456857","0.380707","0.459621","0.355279","0.463262","0.373796","0.4632","0.388574","0.447737","0.389831","0.451243","0.368385","0.455474","0.378985","0.456463","0.389608","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-128.199081","-63.366913","125.432022","-966.85614","375.150726","-810.990662","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.440408","0.499265","0.466685","0.471803","0.483881","0.422911","0.470327","0.38699","0.449778","0.37795","0.478509","0.387892","0.487274","0.343629","0.481962","0.381368","0.478031","0.400429","0.459269","0.382493","0.465403","0.340372","0.463383","0.382068","0.461986","0.398987","0.44048","0.383024","0.443239","0.346061","0.446348","0.387986","0.447026","0.406641","0.420248","0.387177","0.423994","0.360116","0.429474","0.38902","0.431397","0.405637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","157.864029","-78.872665","108.471954","-1004.664185","389.156708","-820.764709","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.48095","0.446273","0.492462","0.42055","0.498481","0.396532","0.494574","0.377079","0.487365","0.372261","0.49392","0.379986","0.495296","0.358145","0.495594","0.371027","0.494915","0.382162","0.486724","0.380603","0.487589","0.358341","0.488921","0.373121","0.488454","0.384646","0.479694","0.383816","0.480256","0.363423","0.482542","0.377917","0.482305","0.389933","0.471973","0.389126","0.472986","0.370333","0.475792","0.378828","0.476539","0.388744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-158.632065","-52.181549","114.695412","-782.315186","304.602722","-801.181702","static","left_only","21","0","0","0","keep","1.77E+12"
"s","0.41706","0.522427","0.444538","0.492121","0.460412","0.442442","0.447411","0.405726","0.428227","0.392255","0.456869","0.401004","0.463412","0.356578","0.457747","0.395545","0.454537","0.419702","0.437152","0.395671","0.441406","0.35801","0.438463","0.400915","0.437943","0.419119","0.418377","0.395985","0.420239","0.361995","0.421592","0.403125","0.422151","0.422229","0.398701","0.39991","0.399991","0.370624","0.404024","0.39957","0.406443","0.418605","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.714146","-82.339943","110.848587","-815.042175","297.293732","-848.306702","static","left_only","21","0","0","0","keep","1.77E+12"
"k","0.336655","0.549909","0.351829","0.512527","0.355576","0.457789","0.338154","0.413394","0.320208","0.384991","0.348425","0.420685","0.34747","0.360749","0.34646","0.3224","0.348022","0.287592","0.327752","0.424037","0.312813","0.371269","0.3022","0.327951","0.29621","0.290896","0.310358","0.436903","0.3011","0.427557","0.307634","0.4654","0.31425","0.496669","0.295754","0.453787","0.286204","0.439006","0.290862","0.460885","0.295078","0.481235","0.687385","0.96444","0.677404","0.947687","0.671651","0.926983","0.669394","0.907557","0.668092","0.892561","0.674649","0.933878","0.671701","0.934409","0.668502","0.939266","0.665481","0.943406","0.679655","0.947862","0.676022","0.959297","0.671417","0.967991","0.666762","0.974753","0.683763","0.961966","0.679684","0.976629","0.674714","0.983779","0.670139","0.98885","0.6869","0.974822","0.685064","0.989305","0.682996","0.993811","0.680733","0.996682","-58.359631","-81.470673","74.833771","-197.164459","669.571045","-1109.891235","static","both","21","21","0","1","keep","1.77326E+12"
"k","0.345663","0.534552","0.361463","0.499026","0.366069","0.447715","0.350209","0.405144","0.333348","0.376735","0.357896","0.408268","0.357114","0.352786","0.355393","0.316369","0.355778","0.283066","0.337948","0.411674","0.324948","0.361628","0.314704","0.321313","0.308798","0.286331","0.321601","0.42434","0.31316","0.415989","0.320432","0.453609","0.327531","0.483408","0.308295","0.441432","0.300045","0.426954","0.306564","0.451758","0.312935","0.474012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-54.982758","-80.011589","70.484154","-205.743454","695.560059","-1129.671265","static","left_only","21","0","0","0","keep","1.77326E+12"
"k","0.418286","0.469754","0.433115","0.445091","0.438737","0.409199","0.43062","0.378006","0.423431","0.355197","0.433346","0.384117","0.438044","0.346434","0.440377","0.321824","0.443062","0.299802","0.419713","0.384334","0.415833","0.344144","0.412533","0.315144","0.41083","0.291282","0.407796","0.391832","0.406674","0.376014","0.410957","0.402803","0.413844","0.425022","0.397287","0.403662","0.395884","0.382538","0.400314","0.399374","0.403166","0.416871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-113.323624","-76.253464","66.276283","-219.91246","738.608032","-1162.454224","static","left_only","21","0","0","0","keep","1.77326E+12"
"k","0.436756","0.452074","0.448391","0.424995","0.450181","0.394751","0.441668","0.372584","0.434572","0.356176","0.443059","0.378943","0.445597","0.348026","0.446798","0.327533","0.44803","0.309539","0.432622","0.38128","0.42763","0.347832","0.42393","0.324165","0.421092","0.305382","0.423387","0.389648","0.42351","0.373673","0.430273","0.39349","0.434139","0.411856","0.414638","0.401743","0.413733","0.380237","0.419716","0.390068","0.423238","0.404134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-126.214943","-63.312702","67.609245","-230.003448","769.978027","-1186.823242","static","left_only","21","0","0","0","keep","1.77326E+12"
"k","0.444558","0.461618","0.450464","0.43615","0.448506","0.413207","0.440877","0.398989","0.434986","0.387629","0.440745","0.401194","0.441363","0.377532","0.441494","0.361516","0.441476","0.347564","0.433186","0.405187","0.427114","0.379319","0.42278","0.361719","0.419392","0.347469","0.426731","0.413955","0.428659","0.402019","0.436028","0.416276","0.44064","0.429545","0.421105","0.425667","0.421745","0.410081","0.428225","0.41708","0.432785","0.427635","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-124.342781","-50.837742","72.45607","-248.199463","823.973022","-1227.972168","static","left_only","21","0","0","0","keep","1.77326E+12"
"k","0.454471","0.455308","0.457907","0.424483","0.454094","0.398519","0.445923","0.38382","0.439113","0.375376","0.445748","0.381709","0.445383","0.356984","0.445295","0.343742","0.444515","0.332077","0.438567","0.387145","0.431727","0.362465","0.427711","0.348764","0.424237","0.338059","0.432937","0.397363","0.433323","0.388786","0.440632","0.39997","0.445471","0.410293","0.428338","0.41024","0.428532","0.40005","0.43514","0.406435","0.440476","0.415122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-119.654572","-50.024586","63.558418","-263.899445","873.042053","-1259.911255","static","left_only","21","0","0","0","keep","1.77326E+12"
"k","0.362478","0.577676","0.386377","0.535599","0.396024","0.475796","0.384111","0.428259","0.370852","0.394431","0.384015","0.436418","0.392031","0.376351","0.395259","0.335312","0.398615","0.29814","0.362946","0.436915","0.358758","0.372867","0.354663","0.326341","0.353299","0.287777","0.343215","0.448906","0.346141","0.424096","0.354574","0.469446","0.360523","0.507149","0.324107","0.467057","0.326808","0.433599","0.335816","0.461485","0.3412","0.490774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.841953","-82.440079","23.403862","-279.350464","916.937073","-1285.456177","static","left_only","21","0","0","0","keep","1.77326E+12"
